Identifier,Description,Source,Publisher,Year,Topic
BL_lh30_34F,Percentage of Tertiary - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc30_34F,Percentage of Tertiary Complete - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh35_39F,Percentage of Tertiary - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc35_39F,Percentage of Tertiary Complete - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh40_44F,Percentage of Tertiary - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc40_44F,Percentage of Tertiary Complete - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh45_49F,Percentage of Tertiary - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc45_49F,Percentage of Tertiary Complete - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh50_54F,Percentage of Tertiary - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc50_54F,Percentage of Tertiary Complete - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh55_59F,Percentage of Tertiary - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc55_59F,Percentage of Tertiary Complete - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh60_64F,Percentage of Tertiary - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc60_64F,Percentage of Tertiary Complete - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh65_69F,Percentage of Tertiary - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc65_69F,Percentage of Tertiary Complete - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh70_74F,Percentage of Tertiary - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc70_74F,Percentage of Tertiary Complete - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh75_99F,Percentage of Tertiary - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc75_99F,Percentage of Tertiary Complete - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh15_19M,Percentage of Tertiary - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc15_19M,Percentage of Tertiary Complete - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh20_24M,Percentage of Tertiary - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc20_24M,Percentage of Tertiary Complete - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_29M,Percentage of Tertiary - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_29M,Percentage of Tertiary Complete - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh25_99M,Percentage of Tertiary - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc25_99M,Percentage of Tertiary Complete - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh30_34M,Percentage of Tertiary - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc30_34M,Percentage of Tertiary Complete - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh35_39M,Percentage of Tertiary - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc35_39M,Percentage of Tertiary Complete - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh40_44M,Percentage of Tertiary - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc40_44M,Percentage of Tertiary Complete - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh45_49M,Percentage of Tertiary - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc45_49M,Percentage of Tertiary Complete - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh50_54M,Percentage of Tertiary - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc50_54M,Percentage of Tertiary Complete - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh55_59M,Percentage of Tertiary - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc55_59M,Percentage of Tertiary Complete - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh60_64M,Percentage of Tertiary - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc60_64M,Percentage of Tertiary Complete - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh65_69M,Percentage of Tertiary - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc65_69M,Percentage of Tertiary Complete - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh70_74M,Percentage of Tertiary - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc70_74M,Percentage of Tertiary Complete - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lh75_99M,Percentage of Tertiary - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_lhc75_99M,Percentage of Tertiary Complete - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch15_99MF,Years of Schooling - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri15_99MF,Years of Primary Schooling - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec15_99MF,Years of Secondary Schooling - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter15_99MF,Years of Tertiary Schooling - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch15_99F,Years of Schooling - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri15_99F,Years of Primary Schooling - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec15_99F,Years of Secondary Schooling - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter15_99F,Years of Tertiary Schooling - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch15_99M,Years of Schooling - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri15_99M,Years of Primary Schooling - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec15_99M,Years of Secondary Schooling - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter15_99M,Years of Tertiary Schooling - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch15_19MF,Years of Schooling - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri15_19MF,Years of Primary Schooling - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec15_19MF,Years of Secondary Schooling - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter15_19MF,Years of Tertiary Schooling - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch20_24MF,Years of Schooling - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri20_24MF,Years of Primary Schooling - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec20_24MF,Years of Secondary Schooling - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter20_24MF,Years of Tertiary Schooling - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch25_29MF,Years of Schooling - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri25_29MF,Years of Primary Schooling - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec25_29MF,Years of Secondary Schooling - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter25_29MF,Years of Tertiary Schooling - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch25_99MF,Years of Schooling - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri25_99MF,Years of Primary Schooling - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec25_99MF,Years of Secondary Schooling - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter25_99MF,Years of Tertiary Schooling - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch30_34MF,Years of Schooling - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri30_34MF,Years of Primary Schooling - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec30_34MF,Years of Secondary Schooling - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter30_34MF,Years of Tertiary Schooling - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch35_39MF,Years of Schooling - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri35_39MF,Years of Primary Schooling - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec35_39MF,Years of Secondary Schooling - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter35_39MF,Years of Tertiary Schooling - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch40_44MF,Years of Schooling - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri40_44MF,Years of Primary Schooling - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec40_44MF,Years of Secondary Schooling - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter40_44MF,Years of Tertiary Schooling - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch45_49MF,Years of Schooling - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri45_49MF,Years of Primary Schooling - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec45_49MF,Years of Secondary Schooling - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter45_49MF,Years of Tertiary Schooling - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch50_54MF,Years of Schooling - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri50_54MF,Years of Primary Schooling - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec50_54MF,Years of Secondary Schooling - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter50_54MF,Years of Tertiary Schooling - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch55_59MF,Years of Schooling - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri55_59MF,Years of Primary Schooling - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec55_59MF,Years of Secondary Schooling - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter55_59MF,Years of Tertiary Schooling - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch60_64MF,Years of Schooling - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri60_64MF,Years of Primary Schooling - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec60_64MF,Years of Secondary Schooling - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter60_64MF,Years of Tertiary Schooling - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch65_69MF,Years of Schooling - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri65_69MF,Years of Primary Schooling - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec65_69MF,Years of Secondary Schooling - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter65_69MF,Years of Tertiary Schooling - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch70_74MF,Years of Schooling - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri70_74MF,Years of Primary Schooling - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec70_74MF,Years of Secondary Schooling - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter70_74MF,Years of Tertiary Schooling - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch75_99MF,Years of Schooling - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
